Body_Cleaned,Label
also represents act top median value  third place went house downer  growth looking beyond percentage top median value may  act went oconnors house highest median value act unit canberra city   ten year beforehand nsw top performing nsw suburb ten year sydney rushcutters bay unit grew ,1.0
paradise point median value grew  reach   ten year beforehand sa south australia house best performer grange topping list  growth median value reach   also top median value house unit top performer norwood  growth,1.0
suburb unit west leederville  growth resulting may  median value  top median value wa unit found south perth  suburb le  sale corresponding period,1.0
see moderate revision coming year likely remain lower year ago past  month  settled sale adelaide  sale period  annual house sale  higher year unit sale recorded much greater  increase,1.0
offtheplan property completed settled transaction volume higher year ago  month may   settled house unit sale brisbane annual basis transaction volume across city  lower year house sale,2.0
seen increase transaction recent month last month sale close decade average monthly transaction canberra sitting right decade average however chart show sale trending lower year past  month  settled sale  lower previous year,2.0
unsettled sale flow remains likely ultimately sale volume lower year settled sale transaction trending lower number year melbourne partly high volume unit construction also strong demand relatively low supply housing sale value falling  settled sale past year  lower previous,2.0
also one city monthly transaction volume currently decade average perth housing market downturn since  however early sign transaction lifting albeit low base past  month  settled sale  higher previous year,2.0
point declining trend transaction settled sale sitting lower decade average  month may   settled house unit sale sydney although monthly data point slight rebound transaction recently likely result surge,2.0
yeartodate albeit house account significantly higher proportion overall activity  melbourne home taken auction week returning preliminary auction clearance rate  per cent increasing slightly last week final clearance rate  per cent higher  auction held sydney preliminary clearance rate improved week  per cent auction successful across,0.0
slightly last week final clearance rate  per cent higher  auction held sydney preliminary clearance rate improved week  per cent auction successful across relatively steady volume auction weekonweek  held last week similar  auction took place returning final auction clearance rate  per cent,1.0
volume auction week corelogic currently tracking  auction  last week melbourne busiest city auction week  auction tracked far  last week sydney  auction scheduled week  last week perth expecting see slight,1.0
busiest city auction week  auction tracked far  last week sydney  auction scheduled week  last week perth expecting see slight increase auction volume week  auction scheduled,2.0
week last year  home went auction clearance rate  per cent recorded across smaller auction market clearance rate improved everywhere except tasmania however  auction held week noncapital city auction market geelong returned highest final clearance rate success,2.0
perth median sale value   change median sale price past  month burswood hillary ranked fourth fifth expensive suburb unit burswood median sale value  right behind hillary located  km perth,1.0
australia top five expensive suburb western australia house located perth city beach  km perth fourth expensive suburb western australia applecross located  km perth fifth expensive suburb western australia city beach located within town cambridge median sale value  showed ,1.0
downturn typically investor credit growth slowed much owner occupier given investor substantial driver housing demand recent year reasonable expect investor credit growth slow value investorcentric market sydney melbourne continue fall annual basis clear slowdown investor credit growth entrenched owner,2.0
downturn typically investor credit growth slowed much owner occupier given investor substantial driver housing demand recent year reasonable expect investor credit growth slow value investorcentric market sydney melbourne continue fall annual basis clear slowdown investor credit growth entrenched owner,2.0
way  previous peak take time get back level  month ago peak trough decline darwin period time previous peak darwin canberra witnessed number period dwelling value fallen recent year greatest value decline market peak trough occurred  month  ,2.0
corelogic home value index national dwelling value  lower peak may  decline primarily driven recent weakness sydney melbourne housing market however number city also value remain peak week blog present recent period dwelling value fallen across capital city,2.0
 month downturn remained previous peak  month   peak trough decline adelaide period time previous peak adelaide recent year perth experienced number downturn housing market downturn   although shortlived resulted greatest overall fall value,2.0
corelogic home value index national dwelling value  lower peak may  decline primarily driven recent weakness sydney melbourne housing market however number city also value remain peak week blog present recent period dwelling value fallen across capital city,2.0
st decile recorded peak trough fall  compared  decline across th decile similar sydney first home buyer become active since july last year likely supporting stronger housing market condition affordable price pointsover longterm value affordable property brisbane increased much faster pace median expensive  past year dwelling value  higher however st decile recorded increase ,1.0
historic peak st decile value  lower whereas th decile value  lower annual change value darwin historically st decile property canberra recorded much greater increase value th decile past year longterm trend held true st decile value  higher th decile,1.0
valuation band supporting stronger condition across lower valued end market annual change value sydney past year melbourne dwelling value increased  st decile recording increase  th decile seen value fall  like sydney recant downturn expensive property fallen much,1.0
st decile recording fall value  th decile recorded increase value  perth housing market consistently weak recent year past decade value fallen  st decile seeing value increasing  th decile seen value fall  annual change value perth hobart dwelling value currently rising faster capital city,2.0
 year period shown affordable  property never recorded annual decline value annual change value combined regional market sydney seen largest decline capital city past year value  lower across st decile value  higher th decile recorded value fall ,2.0
busiest city  home going hammer returning preliminary clearance rate  per cent highest preliminary clearance rate recorded adelaide  per cent  reported auction successful followed canberra  per cent  reported auction cleared sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,1.0
busiest city  home going hammer returning preliminary clearance rate  per cent highest preliminary clearance rate recorded adelaide  per cent  reported auction successful followed canberra  per cent  reported auction cleared sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,1.0
remaining result captured final clearance rate still show improvement weekonweek melbourne host  auction week returning preliminary clearance rate  per cent compared last week  per cent  auction successful week last year  auction held melbourne returning clearance rate,1.0
week last year  auction held melbourne returning clearance rate  per cent  auction held sydney week returning preliminary auction clearance rate  per cent comparison last week  auction held final clearance rate  per cent,0.0
blog take look suburb experienced greatest change listing year dwelling value falling led rapid slowdown sydney melbourne housing market two city also experienced lift listing city number property sale relatively steady hobart,2.0
blog take look suburb experienced greatest change listing year dwelling value falling led rapid slowdown sydney melbourne housing market two city also experienced lift listing city number property sale relatively steady hobart,2.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase activity week volume across brisbane set remain relatively steady tasmania auction market set see fall auction volume week summary last week result capital city auction statistic final last week saw combined capital,1.0
top  busiest suburb auction week victoria surprising given melbourne set busiest auction market topping list  home scheduled auction reservoir following closely craigieburn ,1.0
total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase activity week volume across brisbane set remain relatively steady tasmania auction market set see fall auction volume week summary last week result capital city auction statistic final last week saw combined capital,1.0
home scheduled auction increasing last week subdued  home taken auction volume also set increase across australia second largest auction market sydney total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase,1.0
low season prior clearance rate last low throughout late  market downturn adelaide brisbane saw improvement clearance rate weekonweek canberra perth final clearance rate fell across noncapital city region highest clearance rate recorded across geelong region ,2.0
auction activity expected quite subdued across capital city week total  home scheduled auction ahead queen birthday public holiday coming monday resulting long weekend state territory melbourne see significant drop activity week volume  per cent last week final figure  home scheduled auction across city week last week final ,2.0
auction week  scheduled albeit activity substantially lower across individual suburb following  scheduled auction marrickville nsw glen waverley  home scheduled auction summary last week result last week combined capital city final auction clearance rate softened,0.0
perth tasmania adelaide canberra expected capital city week see week busiest suburb auction reservoir victoria  home set go hammer following closely  auction scheduled port macquarie nsw bentleigh east victoria summary last week result combined capital city final auction clearance rate fell  per cent,1.0
last week final result saw   auction held across city respectively auction activity expected lower weekon week across brisbane perth tasmania adelaide canberra expected capital city week see week busiest suburb auction reservoir victoria  home set go,2.0
last week final result saw   auction held across city respectively auction activity expected lower weekon week across brisbane perth tasmania adelaide canberra expected capital city week see week busiest suburb auction reservoir victoria  home set go,1.0
last week final result saw   auction held across city respectively auction activity expected lower weekon week across brisbane perth tasmania adelaide canberra expected capital city week see week busiest suburb auction reservoir victoria  home set go,2.0
continued weaken period one year ago considerably higher  auction held usual melbourne sydney two busiest capital city auction market week   home scheduled go auction last week final result saw   auction held across city respectively auction activity expected lower weekon week across brisbane perth tasmania adelaide,1.0
total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase activity week volume across brisbane set remain relatively steady tasmania auction market set see fall auction volume week summary last week result capital city auction statistic final last week saw combined capital,1.0
top  busiest suburb auction week victoria surprising given melbourne set busiest auction market topping list  home scheduled auction reservoir following closely craigieburn ,1.0
total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase activity week volume across brisbane set remain relatively steady tasmania auction market set see fall auction volume week summary last week result capital city auction statistic final last week saw combined capital,1.0
home scheduled auction increasing last week subdued  home taken auction volume also set increase across australia second largest auction market sydney total  home scheduled go hammer week  auction held last week across smaller market adelaide canberra perth expected see considerable increase,1.0
housing option  available much closer cbd unit compared house likely also go way explaining sydney melbourne house value falling affordable unit market holding better suburb closest capital city gpo median unit value le  sydney lakemba,2.0
housing option  available much closer cbd unit compared house likely also go way explaining sydney melbourne house value falling affordable unit market holding better suburb closest capital city gpo median unit value le  sydney lakemba,2.0
median unit value  remains many suburb median value  suburb typically along coast along swan river exclusive enclave hobart citywide median unit value well  suburb across hobart median,0.0
per cent house selling one year ago compared  per cent difference across unit segment auction result property type melbourne recorded preliminary clearance rate  per cent week across  auction falling last week final clearance rate  per cent  auction held significantly lower  per cent last year volume also higher  likely melbourne final clearance rate week weaken fall  per cent,2.0
increasing last week final clearance rate dropped  per cent lowest since late  performance across smaller auction market usual quite varied adelaide recording highest clearance rate  per cent  per cent home sold perth sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,1.0
final clearance rate week weaken fall  per cent result collected volume increased across sydney week  auction held across city higher volume returned  per cent preliminary clearance rate increasing last week,1.0
auction week remaining somewhat consistent  auction held last week final result across smaller auction market tasmania auction market see rise weekonweek volume adelaide perth  per cent last week brisbane canberra volume lesser degree compared activity last year volume clearance rate tracking considerably higher,2.0
auction week remaining somewhat consistent  auction held last week final result across smaller auction market tasmania auction market see rise weekonweek volume adelaide perth  per cent last week brisbane canberra volume lesser degree compared activity last year volume clearance rate tracking considerably higher,2.0
volume week increasing  per cent last week total  home scheduled auction australia largest auction market melbourne set host  auction week remaining somewhat consistent  auction held last week final result across smaller auction market tasmania auction market see rise weekonweek,1.0
tracking  auction increasing slightly last week final figure saw  auction held sydney expected see notable difference volume week increasing  per cent last week total  home scheduled auction australia largest auction market melbourne set host  auction week remaining,1.0
auction week remaining somewhat consistent  auction held last week final result across smaller auction market tasmania auction market see rise weekonweek volume adelaide perth  per cent last week brisbane canberra volume lesser degree compared activity last year volume clearance rate tracking considerably higher,1.0
credit investor proportion mortgage demand remain well long term average  dwelling value falling sydney since july  growth slowing across rest nsw recent data show clear declining trend mortgage demand new lending owner occupier,2.0
trend mortgage demand new lending owner occupier investor lending falling recently  billion worth housing finance commitment vic march   billion split  billion owner occupier refinances  billion new loan,1.0
going hammer across combined capital city returning clearance rate  per cent melbourne australia largest auction market preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week lowest clearance rate city seen since easter  one year ago clearance rate stronger  per cent across  auction  auction,1.0
seen since easter  one year ago clearance rate stronger  per cent across  auction  auction held sydney week returning preliminary auction clearance rate  per cent compared  per cent across  last week  per cent across  auction one year ago across smaller auction market preliminary result show canberra best performing term,0.0
clearance rate  per cent busiest suburb auction week victoria reservoir top list  home set go hammer followed bentleigh east mount waverley  auction summary last week result last week total  auction held across combined capital,1.0
week last year  home went auction clearance rate  per cent recorded across smaller auction market canberra perth tasmania saw clearance rate improve clearance rate across adelaide brisbane fell slightly noncapital city auction market geelong returned highest final clearance rate,1.0
far  last week sydney  auction scheduled week  last week adelaide perth expecting see slight increase auction volume week adelaide tracking  auction  last week perth currently  auction scheduled  last week week last year  home went hammer across combined capital city,1.0
city auction week  auction tracked far  last week sydney  auction scheduled week  last week adelaide perth expecting see slight increase auction volume week adelaide,2.0
dream shared everyone  dream threat property price spiralling cost melbourne property doubled past decade rank th expensive city world sydney currently rank nd end sight dream home ownership seems increasingly,1.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
 millner also suburb median house value within km city centre canberra one suburb canberra charnwood current median house value  highlight lack affordable option canberra despite fact one smallest,2.0
quite number suburb relatively close city centre median house value  hobart montagu bay km hobart city centre closest suburb median house value le  hobart remains nation affordable capital city housing market despite strong value growth,1.0
cbd two suburb within km cbd median house value  melbourne dallas suburb closest melbourne cbd median house value le  located km cbd typical house cost le  two suburb within,1.0
highlight affordability welllocated housing adelaide relative capital city perth glendalough km perth cbd closest suburb city centre median house value  relative city quite number suburb relatively close city centre,1.0
 sydney bar point suburb closest cbd median house value  sitting central coast crow fly km away cbd two suburb within km cbd median house value  melbourne dallas,1.0
dwelling value particularly sydney melbourne falling number month latest ab housing finance data indicates impact fall seemingly felt,2.0
dwelling value particularly sydney melbourne falling number month latest ab housing finance data indicates impact fall seemingly felt,2.0
per cent unit selling auction  per cent house sold across combined capital city melbourne australia largest auction market preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week one year ago clearance rate stronger  per cent across  auction  auction,2.0
auction last week one year ago clearance rate stronger  per cent across  auction  auction held sydney week returning preliminary auction clearance rate  per cent compared  per cent across  last week  per cent across  auction one year ago clearance rate finalised early next week highly likely revised lower,0.0
 auction  last week tasmania currently  auction scheduled  last week perth  auction scheduled week similar last week  home went auction adelaide canberra expecting fewer auction weekonweek week last year  home went hammer across combined capital city,2.0
volume auction week corelogic currently tracking  auction  last week melbourne busiest city auction week  auction tracked far  last week sydney  auction scheduled week  last week brisbane tasmania expecting,1.0
busiest city auction week  auction tracked far  last week sydney  auction scheduled week  last week brisbane tasmania expecting see increase auction volume week brisbane tracking,2.0
mortgage demand investment credit growth moved cyclical peak rate annual growth  around time quarterly rate home value appreciation peaked sydney melbourne two city investment concentrated credit policy tightened response apra limit loosened lender overachieved,1.0
mortgage demand investment credit growth moved cyclical peak rate annual growth  around time quarterly rate home value appreciation peaked sydney melbourne two city investment concentrated credit policy tightened response apra limit loosened lender overachieved,1.0
territory gold coast also recorded  person arrival sydney past year six top  region arrival former sydney resident within new south wale remaining act qld vic top  region arrival former resident melbourne within victoria,1.0
gold sunshine coast qld act accounting three region top   top  region arrival departing resident brisbane also located qld gold sunshine coast record much greater number arrival brisbane,1.0
 remaining  location outside wa darwin gold coast act also making list popular region resident hobart move city surrounding south east region fact south east seen double number migrant hobart launceston north,1.0
movement greater capital city statistical area gccsa sa region across country people shifting sydney popular destination directly adjacent city newcastlelake macquarie illawarra australian capital territory gold coast also recorded  person arrival sydney,1.0
arrival former sydney resident within new south wale remaining act qld vic top  region arrival former resident melbourne within victoria directly adjacent melbourne latrobegippsland  geelong  attracted greatest number former melbourne,1.0
 region act darwin gold coast parramatta also making list region outside sa perhaps little surprising top destination departing resident perth within western australia interstate  regional sa region state also top  destination migrating perth,1.0
 property related tax revenue  peak   seeing combined effect dwelling value transaction number falling sydney melbourne along number regional area nsw nsw vic government benefitted substantially stamp duty revenue recent year,2.0
 property related tax revenue  peak   seeing combined effect dwelling value transaction number falling sydney melbourne along number regional area nsw nsw vic government benefitted substantially stamp duty revenue recent year,2.0
higher  auction held week prior much stronger  per cent cleared smaller auction market saw increase activity last week clearance rate varied however adelaide tasmania showing fall weekonweek brisbane perth returned stronger result canberra clearance rate remained steady noncapital city auction market geelong returned highest final clearance rate  per cent,1.0
auction held significantly lower  auction held corresponding week last year melbourne sydney australia two largest market set see fewer auction take place week  melbourne home currently scheduled go hammer  last week  auction scheduled across sydney decreasing  auction held last week remaining capital city also expected host fewer auction week week,2.0
auction held significantly lower  auction held corresponding week last year melbourne sydney australia two largest market set see fewer auction take place week  melbourne home currently scheduled go hammer  last week  auction scheduled across sydney decreasing  auction held last week remaining capital city also expected host fewer auction week week,2.0
 sa region across country recorded greatest number internal arrival year list quite mixed clearly dominated outer region melbourne significant new housing supply number outer region sydney perth southeast queensland also made list,1.0
mixed clearly dominated outer region melbourne significant new housing supply number outer region sydney perth southeast queensland also made list generally outer area city list handful inner city market also,1.0
mixed clearly dominated outer region melbourne significant new housing supply number outer region sydney perth southeast queensland also made list generally outer area city list handful inner city market also,1.0
mixed clearly dominated outer region melbourne significant new housing supply number outer region sydney perth southeast queensland also made list generally outer area city list handful inner city market also,1.0
last week  per cent auction successful across slightly higher  auction result varied across smaller auction market week canberra perth recording slight increase weekonweek volume remaining market saw fewer auction take place term clearance rate canberra strongest performer week  per cent home,1.0
last week  per cent auction successful across slightly higher  auction result varied across smaller auction market week canberra perth recording slight increase weekonweek volume remaining market saw fewer auction take place term clearance rate canberra strongest performer week  per cent home,1.0
rate based complete final result clearly show downwards trend clearance rate auction market remain buoyant december last year sydney clearance rate reached low point  percent however weaker auction result suggest housing market condition likely remain relatively soft looking result corresponding yeartodate period last year capital city auction market,2.0
real value increased quarter  sydney recording largest quarterly fall  past twelve month melbourne  hobart  canberra  seen dwelling value outpace inflation largest decline year recorded darwin  followed perth  sydney,1.0
melbourne  hobart  canberra  seen dwelling value outpace inflation largest decline year recorded darwin  followed perth  sydney  past decade sydney  melbourne  hobart  recorded real growth,2.0
growth lower nationally dwelling value fell   lower past  month hobart capital city real value increased quarter  sydney recording largest quarterly fall  past twelve month melbourne  hobart  canberra  seen dwelling,2.0
many year strong increase dwelling value two largest housing market sydney melbourne begun see value fall recent month value declining city speed decline vary greatly compared one,2.0
fall    value falling  first four month period two capital city perth darwin recording value fall time although decline somewhat lengthier different recent fall sydney melbourne,2.0
many year strong increase dwelling value two largest housing market sydney melbourne begun see value fall recent month value declining city speed decline vary greatly compared one,2.0
held reportedly sold however likely revise lower result finalised early week smaller auction market recorded increase auction activity week higher activity saw weekonweek clearance rate strengthen across adelaide brisbane perth canberra tasmania returned lower clearance rate sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,1.0
clearance rate  per cent  per cent last week lower  auction held volume rose across sydney week preliminary clearance rate dropped  per cent first time since first week february earlier year preliminary clearance rate showed  per cent  auction held reportedly sold however,2.0
held reportedly sold however likely revise lower result finalised early week smaller auction market recorded increase auction activity week higher activity saw weekonweek clearance rate strengthen across adelaide brisbane perth canberra tasmania returned lower clearance rate sub region auction result kevin brogan national auction market commentatorcorelogic jade harling senior,2.0
sydney saw fall activity  auction held  auction held week prior performance across smaller auction market mixed last week clearance rate improving brisbane tasmania adelaide canberra perth saw fall final clearance rate week noncapital city region geelong recorded highest clearance rate  per cent auction,1.0
sydney saw fall activity  auction held  auction held week prior performance across smaller auction market mixed last week clearance rate improving brisbane tasmania adelaide canberra perth saw fall final clearance rate week noncapital city region geelong recorded highest clearance rate  per cent auction,2.0
last week final result similar volume auction held week last year  melbourne sydney expected see increase activity week  home scheduled auction across melbourne sydney set host  auction increasing   auction held last week respectively smaller auction market also see higher volume auction week compared last,1.0
last week final result similar volume auction held week last year  melbourne sydney expected see increase activity week  home scheduled auction across melbourne sydney set host  auction increasing   auction held last week respectively smaller auction market also see higher volume auction week compared last,1.0
 labour market continues show plenty spare capacity unemployment rate  course heat also come housing market corelogic today reporting another slip national home value april largely driven weaker condition sydney melbourne nationally dwelling value moving controlled slowdown since october last year,2.0
 labour market continues show plenty spare capacity unemployment rate  course heat also come housing market corelogic today reporting another slip national home value april largely driven weaker condition sydney melbourne nationally dwelling value moving controlled slowdown since october last year,2.0
cent success rate conversely house market account higher proportion overall auction activity melbourne saw total  auction take place week returning  per cent preliminary clearance rate slightly higher  per cent week prior  auction held number home taken auction across sydney fell week  held lower volume returned,1.0
rate slightly higher  per cent week prior  auction held number home taken auction across sydney fell week  held lower volume returned higher weekonweek clearance rate  per cent property reportedly,2.0
 home scheduled go auction decreasing  auction held final result last week adelaide tasmania auction market set see higher number home taken market weekonweek volume also falling across brisbane canberra perth victoria reservoir surfer paradise queensland top busiest suburb list week,2.0
 home scheduled go auction decreasing  auction held final result last week adelaide tasmania auction market set see higher number home taken market weekonweek volume also falling across brisbane canberra perth victoria reservoir surfer paradise queensland top busiest suburb list week,2.0
week city set host  auction week last week  auction held melbourne volume expected fall lesser degree  home scheduled go auction decreasing  auction held final result last week adelaide tasmania auction market set see higher number home taken,2.0
 home scheduled go auction decreasing  auction held final result last week adelaide tasmania auction market set see higher number home taken market weekonweek volume also falling across brisbane canberra perth victoria reservoir surfer paradise queensland top busiest suburb list week,2.0
corresponding week one year ago  auction held across capital city market sydney set see significant drop activity week city set host  auction week last week  auction held melbourne volume expected fall lesser degree  home scheduled go,2.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
constraint well market incentive first home buyer grant stamp duty concession despite broadly slowing condition sydney melbourne clear corelogic index affordable end housing market city still seeing value rise least annual term likely demonstration stronger demand first home buyer city affordability constraint le severe absence change first home,1.0
constraint well market incentive first home buyer grant stamp duty concession despite broadly slowing condition sydney melbourne clear corelogic index affordable end housing market city still seeing value rise least annual term likely demonstration stronger demand first home buyer city affordability constraint le severe absence change first home,2.0
hammer across combined capital city although clearance rate stronger  per cent melbourne preliminary auction clearance rate  per cent recorded across  auction week  per cent across  auction last week week last year  home taken auction across city returning clearance rate,2.0
one year ago significantly lower  auction held easter period last year usual melbourne sydney two busiest capital city auction market week   home scheduled go auction last week final result saw   auction held across city respectively auction activity expected lower weekon week across smaller auction market,1.0
clearance rate weaken  per cent auction successful  per cent week prior remaining auction market saw rise activity last week clearance rate however returned varied result weekonweek adelaide brisbane perth showing improvement across higher volume canberra tasmania recorded lower clearance rate across noncapital city region highest clearance rate recorded across hunter region,1.0
one year ago significantly lower  auction held easter period last year usual melbourne sydney two busiest capital city auction market week   home scheduled go auction last week final result saw   auction held across city respectively auction activity expected lower weekon week across smaller auction market,1.0
clearance rate weaken  per cent auction successful  per cent week prior remaining auction market saw rise activity last week clearance rate however returned varied result weekonweek adelaide brisbane perth showing improvement across higher volume canberra tasmania recorded lower clearance rate across noncapital city region highest clearance rate recorded across hunter region,2.0
long run average  per cent despite tougher serviceability criterion mortgage rate premium said share investor mortgage across new south wale fallen peak almost  per cent  could possibly see decline light slow capital gain low rental yield sydney well credit restraint investment interest mortgage first homebuyers hand first homebuyer activity proportion owner occupier finance,2.0
grown unprecedented level recent year stimulated demand local investor foreign buyer group longer buying level influence easing high rise unit construction across nsw mirroring trend emerging victoria qld since late  instead expect see developer shift away highrise construction towards medium density,2.0
annual growth recorded middle   followed low   top   melbourne value increased past year across segment market moderate increase recorded across expensive segment  middle   affordable suburb recorded doubledigit growth  regional vic outside melbourne expensive suburb recorded strongest value growth,1.0
across middle market  affordable expensive segment recording growth  regional sa value declined across market segment past year biggest fall across expensive suburb  followed middle market perth value fallen past year across market sector largest decline across affordable property  followed middle market  expensive property recording moderate value fall  regional wa expensive regional property recorded moderate value fall past,2.0
also recording highest rate capital gain course trend vary substantially across country sydney past  month expensive property recorded largest value fall  followed middle market  affordable market managed moderate growth  regional nsw trend somewhat different outside sydney strongest annual growth recorded,2.0
ie top ten percent socioeconomic advantage sorted based lowest median house value sydney  suburb melbourne canberra suburb largely absent top  list due higher price point clear many suburb perth  suburb darwin hobart brisbane adelaide three suburb top  offer range relatively affordable housing option area high socioeconomic advantage national top  affordable suburb within th decile highest advantage following table,2.0
ie top ten percent socioeconomic advantage sorted based lowest median house value sydney  suburb melbourne canberra suburb largely absent top  list due higher price point clear many suburb perth  suburb darwin hobart brisbane adelaide three suburb top  offer range relatively affordable housing option area high socioeconomic advantage national top  affordable suburb within th decile highest advantage following table,1.0
area table provide national summary area advantage highest  top  region located sydney  region located within north sydneyhornsby area national top  advantaged suburb importantly area high socioeconomic,1.0
end february year unemployment rate peaked   since reduced  making third spot ashburton located southern pilbara region north west western australia area strong link mining sector mining town tom price paraburdoo,1.0
year however likely revise result captured coming day melbourne traditionally country largest auction market  auction held  result reported far clearance rate  per cent interesting see happens remaining result obtained auction result property type subregion auction statistic kevin brogan national auction market,0.0
city preliminary auction clearance rate rose  per cent  per cent previous week number home taken auction however fell  across capital city market sydney host majority auction  preliminary result sydney show  per cent reported auction  successful,1.0
take place sydney week  auction melbourne  auction held  auction scheduled take place across remaining capital city  scheduled take place brisbane  adelaide canberra set host  auction week perth expecting  auction currently,0.0
surprising busiest individual suburb auction located within city woollahra  bondi beach  rose bay  bondi  mosman  host highest volume auction summary lat week result last week saw auction volume break new record  home taken,1.0
take place sydney week  auction melbourne  auction held  auction scheduled take place across remaining capital city  scheduled take place brisbane  adelaide canberra set host  auction week perth expecting  auction currently,1.0
significantly lower last week  auction held across combined capital city almost  per cent capital city auction activity scheduled take place sydney week  auction melbourne  auction held  auction scheduled take place across remaining capital city ,1.0
 adelaide canberra set host  auction week perth expecting  auction currently scheduled auction tasmania week week sydney auction scheduled capital city market surprising,2.0
 held last week however lower  auction held preeaster week last year adelaide brisbane canberra perth set see higher volume auction weekonweek also higher preeaster week last year tasmania auction market fewer scheduled auction week compared last,1.0
 held last week however lower  auction held preeaster week last year adelaide brisbane canberra perth set see higher volume auction weekonweek also higher preeaster week last year tasmania auction market fewer scheduled auction week compared last,1.0
preeaster week last year total  auction held across capital city looking activity across individual city melbourne expected see record number auction held week  melbourne home scheduled go hammer set highest number auction year second busiest week record,1.0
individual suburb auction across nation week  residential home scheduled auction followed richmond vic  randwick nsw  scheduled auction summary last week result final auction clearance rate across combined capital city rose,1.0
 held last week however lower  auction held preeaster week last year adelaide brisbane canberra perth set see higher volume auction weekonweek also higher preeaster week last year tasmania auction market fewer scheduled auction week compared last,1.0
darwin fannie bay wellestablished suburb durack relatively new development area remaining  suburb located alice spring australian capital territory coombs casey bonner outer suburb canberra seen high,0.0
list interestingly suburb sydney list indicating low turnover unit year victoria   suburb lowest turnover melbourne large regional city ballarat bendigo also making list brunswick east relatively close city centre  melbourne suburb,2.0
city affordable new housing estate area seeing high level new housing development queensland   suburb situated brisbane  located gold sunshine coast suburb characterized area seeing high level new housing supply newstead,0.0
durack relatively new development area remaining  suburb located alice spring australian capital territory coombs casey bonner outer suburb canberra seen high level new housing development recent year pearce dickson established housing market dickson particular seeing housing,0.0
wa seeing quite high turnover albeit turnover price well peak tasmania   suburb situated hobart huonville outside capital hobart seeing lot new development suburb higher turnover outer suburb,0.0
sector housing demand impacted sluggish labour market falling housing price lancelin described fishing village north perth merredin agricultural town tasmania   suburb located hobart  located close city centre norwood,2.0
point family entering market eventual view upgrading family home time suburb highest proportion stock turnover throughout past  month spring farm located sydney macarthur region spring farm saw  total housing stock sell past year suburb highest level,2.0
whyalla town closely linked resource sector market condition challenging wallaroo lifestyle suburb located copper coast sa western australia   suburb listed located perth tom price derby suburb linked,0.0
transport system place additional pressure essential service school health care see migration policy tightened likely sydney melbourne housing market would see reduction demand buying renting dwelling considering interstate migration large component overall population growth victoria,2.0
change migration policy would dampen housing demand likely impacting new south wale housing market others latest population data australian bureau statistic released recently showed,2.0
demand particularly second half year lower valued housing city brisbane fastest selling suburb typically reasonably close city centre value slightly higher citywide median unlike sydney melbourne affordability le challenging brisbane hasnt recent,2.0
located relatively close city centre median value citywide median canberra fastest selling suburb generally located around suburban fringe charnwood holt median house value citywide median although substantially,1.0
house hobart shorter time market fastest selling suburb capital city fastest selling capital city suburb house  month december  sydney melbourne suburb recorded lowest day market figure house generally located outskirt city median house value lower citywide median reflective much stronger demand particularly second half year lower valued,2.0
outside inner suburb cherrybrook russell lea median value higher sydney median panania slightly citywide median cost unit north gosford ourimbah central coast significantly lower citywide median five fastest selling suburb unit melbourne located outer area city five,0.0
relative larger city buyer likely viewing inner city area offering good value perth one five suburb listed median value citywide median heathridge four suburb relatively closer city centre higher value housing demand weak across perth since  recently sale volume improving,1.0
capital city  per cent last week final result saw total  auction held lower activity expected week likely result half auction market welcoming long weekend melbourne canberra adelaide tasmania host public holiday coming monday notable decrease activity expected across melbourne  home scheduled,0.0
capital city  per cent last week final result saw total  auction held lower activity expected week likely result half auction market welcoming long weekend melbourne canberra adelaide tasmania host public holiday coming monday notable decrease activity expected across melbourne  home scheduled,0.0
lesser degree  scheduled auction week decreasing  auction held last week perth expected capital city auction market see rise volume weekonweek overall volume week set higher result corresponding week last year,1.0
melbourne  home scheduled auction week last week  auction held number auction scheduled across sydney also see fall lesser degree  scheduled auction week decreasing  auction held last week perth expected capital city auction market see rise volume weekonweek overall,2.0
city update darwin canberra hobart available national housing market update national update sydney nsw melbourne vic brisbane qld perth wa adelaide,0.0
week expected lower result one year ago  auction held melbourne sydney australia two largest market set see fewer auction take place week  melbourne home currently scheduled go hammer  last week  auction scheduled across sydney decreasing  auction held last week remaining capital city expected host fewer auction week exception,2.0
