Index,Title,Place_Tag,Relevant_Body2,Label
2442,"Volumes Rise Across the Combined Capital Cities With 2,894 Auctions Held",QLD," year when clearance rates were tracking around the mid 70 per cent range for most of the second half 2016. Results across each of the individual markets were varied this week, with Canberra recording the highest preliminary auction clearance rate of 72.9 per cent, while in Brisbane only 45.7 per cent of auctions cleared. Across Australiaâ€™s largest auction market Melbourne, a preliminary auction clearance rate of 71.4 per cent",
2444,"Volumes Rise Across the Combined Capital Cities With 2,894 Auctions Held",ACT," year when clearance rates were tracking around the mid 70 per cent range for most of the second half 2016. Results across each of the individual markets were varied this week, with Canberra recording the highest preliminary auction clearance rate of 72.9 per cent, while in Brisbane only 45.7 per cent of auctions cleared. Across Australiaâ€™s largest auction market Melbourne, a preliminary auction clearance rate of 71.4 per cent",
2446,"Volumes Rise Across the Combined Capital Cities With 2,894 Auctions Held",NSW," from the 1,232 held last week, while one year ago the exact same volume of auctions was recorded (1,089). The Ryde sub-region of Sydney recorded the highest preliminary clearance rate this week, with 88.6 per cent of the 49 auctions held reporting as sold, while the North Sydney and Hornsby region held the most auctions (196), with 66.1 per cent clearing. The preliminary auction clearance rate across Brisbane this week was 45.7 per cent, down from 47.7 per cent",
2447,"Volumes Rise Across the Combined Capital Cities With 2,894 Auctions Held",VIC," auction clearance rate of 72.9 per cent, while in Brisbane only 45.7 per cent of auctions cleared. Across Australiaâ€™s largest auction market Melbourne, a preliminary auction clearance rate of 71.4 per cent was recorded across 1,299 auctions this week, down from last weekâ€™s final clearance rate of 74.3 per cent across a much lower volume of auctions (318). Over the same week last year, 1,329 homes were taken to auction across Melbourne and a clearance rate of",
2456,National Auction Market Preview - 16 November 2017,SA," with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania, while there are fewer in Brisbane and Canberra this week. This week, all of the busiest suburbs for auctions are in Victoria, with 22 homes scheduled to go under the",
2458,National Auction Market Preview - 16 November 2017,QLD," with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania, while there are fewer in Brisbane and Canberra this week. This week, all of the busiest suburbs for auctions are in Victoria, with 22 homes scheduled to go under the",
2460,National Auction Market Preview - 16 November 2017,ACT," with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania, while there are fewer in Brisbane and Canberra this week. This week, all of the busiest suburbs for auctions are in Victoria, with 22 homes scheduled to go under the",
2463,National Auction Market Preview - 16 November 2017,VIC," final figures which saw 2,907 auctions held and slightly higher than volumes from one year ago (2,987). Across the two major auction markets, activity is expected to rise across Melbourne, with 1,563 auctions scheduled this week, increasing from the 1,296 auctions held last week, while Sydney is set to host fewer auctions week-on-week, with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania,",
2466,National Auction Market Preview - 16 November 2017,WA," with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania, while there are fewer in Brisbane and Canberra this week. This week, all of the busiest suburbs for auctions are in Victoria, with 22 homes scheduled to go under the",
2469,National Auction Market Preview - 16 November 2017,NSW," final figures which saw 2,907 auctions held and slightly higher than volumes from one year ago (2,987). Across the two major auction markets, activity is expected to rise across Melbourne, with 1,563 auctions scheduled this week, increasing from the 1,296 auctions held last week, while Sydney is set to host fewer auctions week-on-week, with 965 homes currently scheduled for auction, down 12 per cent on the 1,102 auctions held last week. Across the smaller markets, the number of scheduled auctions has increased in Adelaide, Perth and Tasmania,",
2477,What Are Property Sellers Thinking At The Moment?,VIC," revealed that there has been a significant shift from a pessimistic to an optimistic homeowner sentiment. On the flipside, the survey confirmed that Sydneyâ€™s property price confidence has been slowly eroding since the beginning of the year, making Melbourne the leading capital city in terms of pricing outlook (as seen by homeowners).â€ Commenting on behalf of onthehouse.com.au, David Maire said, â€œThe findings in the survey provide timely and indepth insights into market activity at the coal-face. Weâ€™re looking forward to delivering more sentiment data over time and with our survey partner, Open Agent.â€",
2479,What Are Property Sellers Thinking At The Moment?,WA," that the property market may see a downturn, recipients held an optimistic outlook about property prices. Marta Higuera, OpenAgent co-founder and co-CEO said â€œA key takeout from the survey was Perth, which, after years of delivering lacklustre property activity, finally looks to be making a comeback.â€ â€œThe survey also revealed that there has been a significant shift from a pessimistic to an optimistic homeowner sentiment. On the flipside, the survey confirmed that Sydneyâ€™s property price confidence has been slowly eroding since",
2481,What Are Property Sellers Thinking At The Moment?,NSW," revealed that there has been a significant shift from a pessimistic to an optimistic homeowner sentiment. On the flipside, the survey confirmed that Sydneyâ€™s property price confidence has been slowly eroding since the beginning of the year, making Melbourne the leading capital city in terms of pricing outlook (as seen by homeowners).â€ Commenting on behalf of onthehouse.com.au, David Maire said, â€œThe findings in the survey provide timely and indepth insights into market activity at the coal-face. Weâ€™re looking forward to delivering more sentiment data over time and with our survey partner, Open Agent.â€",
2486,Why High House Prices Are Forcing Kids To Live With Their Parents Longer,NSW," that 77% of those living at home in South Australia and the Northern Territory will move out before age 35. In Queensland, NSW and Victoria, this figure drops to 75%, 71% and 69% respectively. Tasmanians are the least decided about when they will move out, with 46% declaring they â€˜did not knowâ€™.",
2489,Why High House Prices Are Forcing Kids To Live With Their Parents Longer,QLD," to the pain in sight. Flying the nest later than many would like The situation differs from state to state. Queenslanders (38%) and ACT residents (32%) are more likely to move out of the family home before the age of 25, while moving out of home before the age of 35 seems to have become the new norm in other states. Indeed, the research shows that 77% of those living at home in South Australia and the Northern Territory",
2492,Why High House Prices Are Forcing Kids To Live With Their Parents Longer,SA," age of 25, while moving out of home before the age of 35 seems to have become the new norm in other states. Indeed, the research shows that 77% of those living at home in South Australia and the Northern Territory will move out before age 35. In Queensland, NSW and Victoria, this figure drops to 75%, 71% and 69% respectively. Tasmanians are the",
2493,Why High House Prices Are Forcing Kids To Live With Their Parents Longer,VIC," that 77% of those living at home in South Australia and the Northern Territory will move out before age 35. In Queensland, NSW and Victoria, this figure drops to 75%, 71% and 69% respectively. Tasmanians are the least decided about when they will move out, with 46% declaring they â€˜did not knowâ€™.",
2495,Number of Properties For Sale Rising As Spring Progresses,VIC," time over recent years, the amount of stock on the market is now higher than each of the past four years. Melbourne With 30,570 properties advertised for sale stock levels are -1.7% lower than a year ago. The volume of stock for sale is lower for this time of year than any of the past 5 years. Brisbane The",
2497,Number of Properties For Sale Rising As Spring Progresses,WA," and at their highest levels for this time of year since 2013 although they are -7.7% lower than 2013 levels. Perth The 20,309 properties for sale in Perth is -14.3% lower than a year ago however, it is also 1.6% higher than volumes at this time of year two years ago. Hobart With 1,157 properties for sale across the city the volume of stock for sale -33.6% lower than a year",
2499,Number of Properties For Sale Rising As Spring Progresses,NSW," listings since December 2011. Across the individual capital cities the data varies quite substantially. Sydney Currently has 25,625 properties advertised for sale which is 19.5% higher than a year ago. In comparison to the same time over recent years, the amount of stock on the market is now higher than each",
2501,National Auction Market Preview - 10 November 2017,SA," Sydney, 1,032 homes are scheduled to go to auction this week, down from the 1,232 auctions held last week. Across the remaining capital cities, there are fewer auctions scheduled this week in Adelaide, Canberra and Perth, while volumes are to rise in Brisbane and Tasmania. This week, the busiest suburb for auctions is Reservoir in Victoria with 21 homes scheduled to go to under",
2503,National Auction Market Preview - 10 November 2017,VIC," scheduled this week in Adelaide, Canberra and Perth, while volumes are to rise in Brisbane and Tasmania. This week, the busiest suburb for auctions is Reservoir in Victoria with 21 homes scheduled to go to under the hammer, followed by Randwick (NSW), Bentleigh East (Vic) and Craigieburn (Vic), all of which are host to 16 auctions each. Summary of Last Weekâ€™s results The combined capital cities saw auction activity fall last week, with 2,046",
2504,National Auction Market Preview - 10 November 2017,QLD," Sydney, 1,032 homes are scheduled to go to auction this week, down from the 1,232 auctions held last week. Across the remaining capital cities, there are fewer auctions scheduled this week in Adelaide, Canberra and Perth, while volumes are to rise in Brisbane and Tasmania. This week, the busiest suburb for auctions is Reservoir in Victoria with 21 homes scheduled to go to under",
2506,National Auction Market Preview - 10 November 2017,ACT," Sydney, 1,032 homes are scheduled to go to auction this week, down from the 1,232 auctions held last week. Across the remaining capital cities, there are fewer auctions scheduled this week in Adelaide, Canberra and Perth, while volumes are to rise in Brisbane and Tasmania. This week, the busiest suburb for auctions is Reservoir in Victoria with 21 homes scheduled to go to under",
2510,National Auction Market Preview - 10 November 2017,WA," Sydney, 1,032 homes are scheduled to go to auction this week, down from the 1,232 auctions held last week. Across the remaining capital cities, there are fewer auctions scheduled this week in Adelaide, Canberra and Perth, while volumes are to rise in Brisbane and Tasmania. This week, the busiest suburb for auctions is Reservoir in Victoria with 21 homes scheduled to go to under",
2512,National Auction Market Preview - 10 November 2017,NSW," last week, with the city set to host 1,209 auctions this week, up from the 318 auctions held last week. In Sydney, 1,032 homes are scheduled to go to auction this week, down from the 1,232 auctions held last week. Across the remaining capital cities, there are fewer auctions scheduled this week in Adelaide, Canberra and",
2515,Auction Volumes Across the Combined Capital Cities Fall,QLD," Outer South West region of Sydney recorded a much lower clearance rate of 33.3 per cent across 18 auctions. The preliminary auction clearance rate in Brisbane this week was 53.5 per cent, increasing from 44.8 per cent over the week prior. Auction volumes were lower this week with 169 auctions held, down from 190 last week. Meanwhile, across the",
2516,Auction Volumes Across the Combined Capital Cities Fall,ACT," cent clearing, which is lower than the 47.2 per cent clearance rate last week when 47 auctions were held. Canberraâ€™s preliminary auction clearance rate of 68.2 per cent this week is lower than last week, when the final auction clearance rate was 72.6 per cent and also lower than the 71.7 per cent recorded last year. Tasmania saw only 2 auctions take place this week, 1 result has been reported so far, which cleared. Kevin",
2518,Auction Volumes Across the Combined Capital Cities Fall,VIC," per cent. Over the corresponding week last year, 73.6 per cent of the 2,517 auction held were successful. Melbourne saw the most notable decrease in volumes; the lower volumes a likely result of the upcoming Melbourne cup festivities and coming off the back of the busiest week for auctions ever recorded for the city last week, with only 309 held this week and 77.3 per cent clearing. Sydneyâ€™s preliminary auction clearance rate rose this week to 67.4 per cent, after last weekâ€™s final auction",
2522,Auction Volumes Across the Combined Capital Cities Fall,NSW," for auctions ever recorded for the city last week, with only 309 held this week and 77.3 per cent clearing. Sydneyâ€™s preliminary auction clearance rate rose this week to 67.4 per cent, after last weekâ€™s final auction clearance rate fell to its lowest recorded since January 2016 (58.3 per cent), while volumes remained steady week-on-week. Performance across this remaining capital cities was varied this week, with Perth returning the lowest",
2527,National Auction Market Preview - 2 November 2017,ACT," to take place, decreasing by 6 per cent on last weekâ€™s final figures which saw 1,215 auctions held. Across the remaining capital cities, auction activity is expected to decrease across Adelaide, Brisbane, Perth and Tasmania, while Canberra will see volumes rise. Due to the low activity in Victoria this week, all of the busiest suburbs for auctions are in New South",
2529,National Auction Market Preview - 2 November 2017,VIC," last week when the combined capitals saw the highest volume of auctions recorded since late 2015 (3,713). Across Melbourne, auction activity is expected to fall this week; the lower volumes is likely due to the upcoming Melbourne cup festivities and coming off the back of the highest week for auctions ever recorded for the city. There are only 258 Melbourne homes scheduled to go to auction this week, down from the 1,983 last week.",
2532,National Auction Market Preview - 2 November 2017,NSW," is expected to decrease across Adelaide, Brisbane, Perth and Tasmania, while Canberra will see volumes rise. Due to the low activity in Victoria this week, all of the busiest suburbs for auctions are in New South Wales, with 26 Mosman homes scheduled to go under the hammer, followed by Randwick (20), St Ives (18) and Vaucluse (14). Summary of Last Weekâ€™s results The combined capital cities recorded a year-to-date high in auction volumes",
2533,National Auction Market Preview - 2 November 2017,WA," to take place, decreasing by 6 per cent on last weekâ€™s final figures which saw 1,215 auctions held. Across the remaining capital cities, auction activity is expected to decrease across Adelaide, Brisbane, Perth and Tasmania, while Canberra will see volumes rise. Due to the low activity in Victoria this week, all of the busiest suburbs for auctions are in New South",
2538,National Auction Market Preview - 2 November 2017,QLD," last week, while Brisbane and Tasmania recorded lower clearance rates when compared to the week prior. Geelong was the best performing sub-region last week, recording a 79.7 per cent clearance rate across 65 auctions, while the Gold Coast held the most auctions (85). Kevin Brogan National Auction Market Commentator,CoreLogic Jade Harling Senior Research Analyst,",
2540,Melbourne Records its Busiest Auction Week on Record,ACT," with 54.5 per cent clearing, rising from last week when 44 auctions were held and 40.0 per cent cleared. Canberraâ€™s clearance rate was 77.1 per cent this week across 128 auctions, up from 68.2 per cent last week across 71 auctions. There were 6 Tasmanian auctions held this week, with 3 reported as sold. Kevin Brogan National Auction",
2541,Melbourne Records its Busiest Auction Week on Record,VIC,"Preliminary clearance rates hold firm as volumes across the combined capital cities reach their highest level year-to-date and Melbourne records its busiest auction week on record. This week, the combined capital cities saw the number of auctions held reach a new year-to-date high, with a",
2545,Melbourne Records its Busiest Auction Week on Record,NSW," ago, 1,100 homes were taken to auction across Sydney and a clearance rate of 80.5 per cent was recorded. North Sydney and Hornsby hosted the most auctions of any Sydney sub-region this week, with 192 properties taken to auction. The preliminary clearance rate for the region is 69.8 per cent across 139 results. There were 188 Brisbane",
2556,Are You Making These Seriously Fatal Property Investment Mistakes?,QLD," However, rigidly sticking with the strategy rather than focusing on the result can have costly consequences. For example, if youâ€™re pursuing a renovate for profit strategy and are looking to invest in Moreton Bay in Queensland, youâ€™re likely to be targeting 30 years old unrenovated homes. But this type of property isnâ€™t what the demographics of that area want. These people have dual income,",
2559,September Dwelling Approvals Increase to Their Highest Level Since February 2017,SA," over the month while unit approvals increased by 14.3% to be at their highest level since December 2016. Throughout the individual capital cities, house approvals increased over the month in Sydney (+3.5%) and Canberra (+10.5%) however, they fell in Melbourne (-10.5%), Brisbane (-5.7%), Adelaide (-6.8%), Perth (-8.7%), Hobart (-42.3%) and Darwin (-20.8%). Looking at the unit market, approvals were lower over the month in Melbourne (-4.3%), Brisbane (-53.1%),",
2562,September Dwelling Approvals Increase to Their Highest Level Since February 2017,QLD," over the month while unit approvals increased by 14.3% to be at their highest level since December 2016. Throughout the individual capital cities, house approvals increased over the month in Sydney (+3.5%) and Canberra (+10.5%) however, they fell in Melbourne (-10.5%), Brisbane (-5.7%), Adelaide (-6.8%), Perth (-8.7%), Hobart (-42.3%) and Darwin (-20.8%). Looking at the unit market, approvals were lower over the month in Melbourne (-4.3%), Brisbane (-53.1%),",
2565,September Dwelling Approvals Increase to Their Highest Level Since February 2017,VIC," over the month while unit approvals increased by 14.3% to be at their highest level since December 2016. Throughout the individual capital cities, house approvals increased over the month in Sydney (+3.5%) and Canberra (+10.5%) however, they fell in Melbourne (-10.5%), Brisbane (-5.7%), Adelaide (-6.8%), Perth (-8.7%), Hobart (-42.3%) and Darwin (-20.8%). Looking at the unit market, approvals were lower over the month in Melbourne (-4.3%), Brisbane (-53.1%),",
2567,September Dwelling Approvals Increase to Their Highest Level Since February 2017,NSW," over the month while unit approvals increased by 14.3% to be at their highest level since December 2016. Throughout the individual capital cities, house approvals increased over the month in Sydney (+3.5%) and Canberra (+10.5%) however, they fell in Melbourne (-10.5%), Brisbane (-5.7%), Adelaide (-6.8%), Perth (-8.7%), Hobart (-42.3%) and Darwin (-20.8%). Looking at the unit market, approvals were lower over the month in Melbourne (-4.3%), Brisbane (-53.1%),",
2580,How Australiaâ€™s Housing Affordability Compares With Other Countries,QLD," (behind Hong Kong), with Melbourneâ€™s median multiple of 9.5 qualifying it as the fifth least affordable. Meantime, Adelaide was ranked 16th, Brisbane 18th and Perth 20th. More than simply highlighting Australiaâ€™s extreme affordability issues, the survey also points out the",
2590,How Australiaâ€™s Housing Affordability Compares With Other Countries,NSW," 10.1. Individually, Australiaâ€™s main cities were also shown to be extremely expensive by global standards. Internationally, Demographia ranks Sydney as the second least affordable city for housing in the world with a median multiple of 12.1 (behind Hong Kong), with Melbourneâ€™s median multiple of 9.5 qualifying it as the fifth least affordable. Meantime, Adelaide was ranked 16th, Brisbane 18th and Perth 20th. More than simply highlighting Australiaâ€™s",
2595,Preliminary Auction Clearance Rate Remains Below 70%,QLD," North Sydney and Hornsby was the busiest Sydney sub-region this week with 117 homes taken to auction. The preliminary clearance rate in Brisbane this week rose to 51.5 per cent, from 46.1 per cent last week. Auction volumes were unchanged week-on-week with 171 homes taken to auction, while this time last year 191",
2596,Preliminary Auction Clearance Rate Remains Below 70%,NSW," across 928 auctions. One year ago, 897 auctions were held across Sydney and 82.6 per cent were successful. Looking at the sub-regions of Sydney, 5 of the 15 sub-regions recorded clearance rates above 70.0 per cent with the stand outs being the Northern Beaches (83.1 per cent), Eastern Suburbs (78.4 per cent), City and Inner South (78.2 per cent) and North Sydney and Hornsby (74.4 per cent) regions. North Sydney and Hornsby was the busiest Sydney sub-region this week with 117 homes taken to auction. The",
2599,Preliminary Auction Clearance Rate Remains Below 70%,VIC," This time last year, 2,680 homes were taken to auction and a clearance rate of 78.1 per cent was recorded. Tasmania, the smallest auction market, recorded the highest preliminary clearance rate with 80.0 per cent of the 5 reported auctions recording a successful result, followed by Melbourne with a preliminary clearance rate of 73.3 per cent across 1,030 results. Across Melbourne, preliminary results show that 73.3 per cent of the 1,030 reported auctions sold this week.",
2612,National Auction Market Preview - 20 October 2017,QLD," volumes increase week with 134 homes scheduled for auction, increasing from 93 last week and 100 last year. Brisbane is currently expecting around 140 auctions this week, down from 171 last week and 191 last year. There are 65 auctions scheduled in Canberra this week, similar to last week (61), while in Tasmania, 9",
2614,National Auction Market Preview - 20 October 2017,ACT," Brisbane is currently expecting around 140 auctions this week, down from 171 last week and 191 last year. There are 65 auctions scheduled in Canberra this week, similar to last week (61), while in Tasmania, 9 auctions are currently scheduled. Perth volumes have dropped slightly this week, with 32 homes set to go under the hammer, down from 42 last",
2616,National Auction Market Preview - 20 October 2017,VIC," capital cities this week, down from 2,525 last week. Over the same week last year, 2,680 auctions were held. Melbourne accounts for just over 50 per cent of capital city auction activity this week with 1,145 homes scheduled for auction, compared to 1,223 last week and 1,377 last year. In Sydney, 750 homes are set to go under the hammer this week, down from 928 last week and 897 this time",
2620,National Auction Market Preview - 20 October 2017,NSW," activity this week with 1,145 homes scheduled for auction, compared to 1,223 last week and 1,377 last year. In Sydney, 750 homes are set to go under the hammer this week, down from 928 last week and 897 this time last year. Across the remaining capital cities, Adelaide is set to see volumes increase week with 134 homes scheduled",
2623,National Auction Market Preview - 20 October 2017,TAS," Brisbane is currently expecting around 140 auctions this week, down from 171 last week and 191 last year. There are 65 auctions scheduled in Canberra this week, similar to last week (61), while in Tasmania, 9 auctions are currently scheduled. Perth volumes have dropped slightly this week, with 32 homes set to go under the hammer, down from 42 last",
2626,Pipeline of Housing Stock Has Peaked,VIC," commencements are trending lower in most states and territories with notable exception of NSW, Vic and Tas. NSW and Vic have been home to the two strongest housing markets over recent years (Sydney and Melbourne) and are seeing the largest increases in population fuelling housing demand. Meanwhile, dwelling values in Tasmaniaâ€™s largest city (Hobart) are rising at the fastest rate of any capital",
2627,Pipeline of Housing Stock Has Peaked,NSW," than a year earlier while unit commencements were down -0.8% over the quarter and -6.6% lower over the year. Year-on-year new house commencements were lower in each state and territory, recorded at: -3.5% in NSW, -7.2% in Vic, -3.1% in Qld, -10.6% in SA, -12.2% in WA, -7.0% in Tas, -29.1% in NT and -37.9% in ACT. Year-on-year new unit commencements were higher in NSW (3.3%), Vic (3.2%), SA (35.0%) and Tas (153.1%) and",
2661,Pipeline of Housing Stock Has Peaked,TAS," than a year earlier while unit commencements were down -0.8% over the quarter and -6.6% lower over the year. Year-on-year new house commencements were lower in each state and territory, recorded at: -3.5% in NSW, -7.2% in Vic, -3.1% in Qld, -10.6% in SA, -12.2% in WA, -7.0% in Tas, -29.1% in NT and -37.9% in ACT. Year-on-year new unit commencements were higher in NSW (3.3%), Vic (3.2%), SA (35.0%) and Tas (153.1%) and",
2685,First Home Buyers Bounce Back,VIC," key barriers for first home buyers wanting to participate in the housing market, at least in NSW and Vic. Outside of NSW and Vic, first home buyers are generally larger proportions of the owner occupier segment, suggesting easier housing affordability outside of Sydney and Melbourne have held first home buyer demand comparatively high. The following sections look at first home buyer activity across the states and territories. NSW There were",
2686,First Home Buyers Bounce Back,NSW," represented 17.2% of all owner occupier housing finance commitments, its highest proportion since July 2013. A big driver of the surge in first home buyer housing finance commitments has been some recent policy changes for first home buyers in the two largest states (NSW and Vic). From July 1 of this year first home buyers purchasing properties below $650,000 in NSW and below $600,000 in",
2695,First Home Buyers Bounce Back,SA," commitments in August 2017 was higher over the month but -17.7% lower than the stateâ€™s long-term average. First home buyers accounted for 12.7% of all housing finance commitments in August and the proportion of first home buyers has not been above 13% since August 2014 despite South Australia being the state with the nationâ€™s second most affordable housing market (behind Tasmania). WA In August 2017 there were 1,589 first home buyer commitments which accounted for 26.2% of all owner",
2706,National Auction Market Preview - 12 October 2017,QLD," this week, down from 107 last week, while Canberra is set to hold 58 auctions, compared to 78 last week. There are 151 auctions scheduled in Brisbane this week, similar to the 153 held last week across the city. Perth is expecting 37 auctions this week, compared to 35 last week, while Tasmania is likely to see fewer",
2707,National Auction Market Preview - 12 October 2017,VIC," when 2,318 auctions were held, but lower than this time last year, when 2,443 homes were taken to auction. Across the two largest auction markets, Sydney and Melbourne, volumes are similar this week when compared to last week. Melbourne is expecting 1,122 auctions to be held this week, compared to 1,119 last week, while Sydney is set",
2714,National Auction Market Preview - 12 October 2017,NSW," when 2,318 auctions were held, but lower than this time last year, when 2,443 homes were taken to auction. Across the two largest auction markets, Sydney and Melbourne, volumes are similar this week when compared to last week. Melbourne is expecting 1,122 auctions to be held this week, compared to 1,119 last week, while Sydney is set",
2727,"Monthly Housing Market Update, October 2017 Release",VIC," city updates for Darwin, Canberra and Hobart are available in the national housing market update below. National Update Sydney, NSW Melbourne, VIC Brisbane, QLD Perth, WA Adelaide,",
2728,Auction Clearance Rates Holding Firm,ACT," were similar, with 2,443 properties taken to auction, while the clearance rate was stronger (76.2 per cent). The highest preliminary clearance rate was recorded in Melbourne this week (74.8 per cent), followed closely by Canberra (74.5 per cent). Melbourne was host to 1,208 auctions this week and so far, 1,042 results have been reported, returning a",
2730,Auction Clearance Rates Holding Firm,NSW," 6 Sydney sub-regions that recorded an individual clearance rate higher than the city as a whole this week. The Eastern suburbs (81.5 per cent), North Sydney and Hornsby (81.0 per cent) and Northern Beaches (80.7 per cent) had the highest clearance rates. There were 170 Brisbane homes taken to auction this week, with 130 results reported so far. The preliminary",
2731,Auction Clearance Rates Holding Firm,VIC," were similar, with 2,443 properties taken to auction, while the clearance rate was stronger (76.2 per cent). The highest preliminary clearance rate was recorded in Melbourne this week (74.8 per cent), followed closely by Canberra (74.5 per cent). Melbourne was host to 1,208 auctions this week and so far, 1,042 results have been reported, returning a",
2743,Auction Volumes Bounce Higher,ACT," a preliminary clearance rate of 60 per cent. Last week, 70 per cent of the 13 auctions held were successful. Canberraâ€™s preliminary auction clearance rate of 62.7 per cent this week is lower than last week, when the final auction clearance rate was 75.7 per cent and also lower than the 85.0 per cent recorded last year. In Tasmania, 5 auctions were reported to CoreLogic with 3 sales. Kevin Brogan National Auction Market",
2744,Auction Volumes Bounce Higher,VIC," dipped significantly across the capitals amidst the festivities of the grand finals and long weekend. Melbourne was the only capital city to record a preliminary clearance rate above 70 per cent (72.1 %), while clearance rates across Sydney remained below 70 per cent for the eleventh consecutive week. Compared to one year ago, clearance rates continue to track lower with final results from the corresponding",
2749,Auction Volumes Bounce Higher,NSW," a slightly lower 816 auctions were held across Sydney and a clearance rate of 79.8 per cent was recorded. North Sydney and Hornsby hosted the most auctions of any Sydney sub-region this week, with 121 properties taken to auction. The preliminary clearance rate for the region is 72.1 per cent across 86 results. There were 149 Brisbane",
2754,Auction Volumes Bounce Higher,TAS," the final auction clearance rate was 75.7 per cent and also lower than the 85.0 per cent recorded last year. In Tasmania, 5 auctions were reported to CoreLogic with 3 sales. Kevin Brogan National Auction Market Commentator,CoreLogic Jade Harling Senior Research Analyst,",
2755,Auction Volumes Bounce Higher,QLD," week and lower than one year ago, when 53.5 per cent of the 157 properties taken to auction were successful. Across the Gold Coast, there were total of 62 auctions recording a preliminary clearance rate of 41.5 per cent. A total of 108 Adelaide homes were taken to auction this week, with a preliminary clearance rate of 65.3 per",
2756,National Auction Market Preview - 5 October 2017,VIC," scheduled to take place, which is over double the volumes seen last week when only 969 auctions were held. Melbourne is expected to see volumes pick up again this week, with 1,011 properties scheduled to go under the hammer, after volumes dipped significantly last week amid the grand final hype (122). While In Sydney, volumes are set to see an uplift to a lesser extent with 770 auctions currently scheduled,",
2758,National Auction Market Preview - 5 October 2017,NSW," to go under the hammer, after volumes dipped significantly last week amid the grand final hype (122). While In Sydney, volumes are set to see an uplift to a lesser extent with 770 auctions currently scheduled, rising from 607 last week. All of the remaining capital cities will see an increase in activity this week, with the exception of",
2761,National Auction Market Preview - 5 October 2017,QLD," in clearance rates last week, however volumes were much lower in all capital cities except Brisbane. The busiest non-capital city region last week was the Gold Coast, with 43 auctions; however Hunter recorded the strongest clearance rate at 71.4 per cent. Kevin Brogan National Auction Market Commentator,CoreLogic Jade Harling Senior Research Analyst,",
2762,Interest Rates on Hold,VIC,The RBA is likely to view the softening in housing market conditions as a welcome outcome and confirmation that macro-prudential measures have done the heavy lifting to cool the rapid pace of capital gains across the Sydney and Melbourne housing markets. CoreLogicâ€™s hedonic home value index reported the first month-on-month decline in Sydney dwelling values,
2764,Interest Rates on Hold,NSW,The RBA is likely to view the softening in housing market conditions as a welcome outcome and confirmation that macro-prudential measures have done the heavy lifting to cool the rapid pace of capital gains across the Sydney and Melbourne housing markets. CoreLogicâ€™s hedonic home value index reported the first month-on-month decline in Sydney dwelling values,
2767,Auction Activity Takes a Back Seat to Grand Finals and Long Weekend Festivities,ACT," per cent) and the clearance rate from one year ago (45.5 per cent), however volumes were lower this week. Across Canberra a total of 44 auctions were held this week, compared to 86 last week and 49 at the same time last year. Canberraâ€™s preliminary clearance rate of 75.7 per cent is higher than it was the previous week (67.9 per",
2769,Auction Activity Takes a Back Seat to Grand Finals and Long Weekend Festivities,NSW," rate of 69.1 per cent is up from the 65.9 per cent last week, and lower than the 82.5 per cent one year ago. Across the Sydney sub-regions, the Northern Beaches region recorded the highest rate of clearance with 87.0 per cent of the 64 auctions clearing, while the Northern Sydney and Hornsby region held the most auctions (79). Brisbaneâ€™s preliminary auction clearance rate this week was 48.3 per cent, down slightly from 48.7 per cent",
2770,Auction Activity Takes a Back Seat to Grand Finals and Long Weekend Festivities,VIC," per cent last week when final results saw volumes reach their highest level since May this year (2,782). Melbourne was the main driver of the strong clearance, with a preliminary result just under 90 per cent. Over the same week last year, activity was equally subdued, with 872 auctions held and 75.8 per cent",
2774,Auction Activity Takes a Back Seat to Grand Finals and Long Weekend Festivities,WA," 29 results, up from 75.7 per cent over the same week last year when 45 auctions were held across the city. In Perth, only 13 auctions were held this week, recording a preliminary clearance rate of 75.0 per cent across 8 results, which is higher than both last weekâ€™s result (28.2 per cent) and the clearance rate from one year ago (45.5 per cent), however volumes were lower this week. Across Canberra a total of 44 auctions were held this week, compared to 86 last week and 49 at the same time",
2778,Auction Activity Takes a Back Seat to Grand Finals and Long Weekend Festivities,QLD," auctions held, up from the 126 last week and higher than the 115 one year ago when 43.8 per cent cleared. Across the Gold Coast, 25.9 per cent of the 27 reported auctions were successful. A total of 40 Adelaide homes were taken to auction this week, recording a preliminary auction clearance rate",
2781,Does a Sydney Housing Market Slowdown Mean a Pick-Up in Brisbane?,QLD," for other housing markets where capital gains have been more sustainable and rental yields are higher. Australiaâ€™s third largest city, Brisbane, has recently garnered more attention as a candidate for improved housing market conditions. In this weekâ€™s blog we look at the historic relationship between housing market growth in Sydney and",
